date,will5000_std,gdp_std,interest_rate,buffett_ind,profit_margin
2005-01-01,71.32504492328484,86.76340929135311,0.022799999999999997,0.8220636499399653,0.0836
2005-04-01,70.66120054324813,87.81926649558568,0.0279,0.8046207098165638,0.08470000000000001
2005-07-01,75.58603768948412,89.31423851676288,0.0326,0.8462932556414037,0.08470000000000001
2005-10-01,73.9606576608005,90.54809026236933,0.0378,0.8168107957494676,0.0873
2006-01-01,80.34068744144614,92.41662520120545,0.0429,0.8693315436105992,0.0888
2006-04-01,82.74622527198493,93.46496629506998,0.0479,0.8853180881781322,0.08800000000000001
2006-07-01,79.69690221314372,94.25846639544335,0.0524,0.8455145225765781,0.0892
2006-10-01,86.33096488374399,95.4094778287656,0.0525,0.9048468438186497,0.0861
2007-01-01,91.10399932423091,96.60614997236164,0.0525,0.9430455447225167,0.0781
2007-04-01,94.48894963984581,97.87309027256296,0.0525,0.9654231758362509,0.08199999999999999
2007-07-01,98.3747900106119,98.97424121603869,0.0526,0.9939433614437284,0.0791
2007-10-01,100,100,0.047599999999999996,1,0.0767
2008-01-01,89.54960430210389,99.94210012627882,0.0394,0.8960148344787251,0.07440000000000001
2008-04-01,89.69640655607695,101.023733647533,0.022799999999999997,0.8878745945880742,0.0729
2008-07-01,83.56041640778473,101.2500188582335,0.020099999999999996,0.825287909573458,0.07429999999999999
2008-10-01,64.04678164979805,99.27387306254586,0.0097,0.6451524421682071,0.0582
2009-01-01,57.650128242539665,98.06893727500088,0.0015,0.5878530944092883,0.07519999999999999
2009-04-01,57.584483932566435,97.7314258632212,0.0015,0.5892115399314657,0.0758
2009-07-01,64.13606973266631,98.19113183243992,0.0016,0.6531757862014719,0.0867
2009-10-01,73.86148967986138,99.56636256547544,0.0012,0.741831756998149,0.0895
2010-01-01,78.3232520335718,100.33675028667912,0.0011,0.7806038346845895,0.0941
2010-04-01,84.81951334387944,101.80179378158074,0.002,0.8331828958324902,0.09230000000000001
2010-07-01,76.76389257612092,102.89871096668459,0.0018,0.7460141322953471,0.10099999999999999
2010-10-01,84.15339811647655,104.03948798570823,0.0019,0.8088601717074635,0.1009
2011-01-01,93.16517178356958,104.32472641290302,0.0017000000000000001,0.8930305881161341,0.0906
2011-04-01,97.33520449693597,105.72527135129197,0.001,0.9206427493907448,0.09720000000000001
2011-07-01,97.27250387799295,106.33788191660543,0.0007000000000000001,0.9147493078174914,0.1002
2011-10-01,87.91375314389859,107.6602416381913,0.0007000000000000001,0.816585136780077,0.1052
2012-01-01,95.40826434857398,109.199868597188,0.0008,0.8737031058206862,0.1065
2012-04-01,102.1004515366067,110.13976295574233,0.0014000000000000002,0.9270080922330831,0.1035
2012-07-01,100.32351347259734,110.90367431783143,0.0016,0.9046004479985658,0.1011
2012-10-01,106.38247066730733,111.58899951328766,0.0016,0.9533419165985053,0.09960000000000001
2013-01-01,111.28497781444291,113.00702994171003,0.0014000000000000002,0.9847615486562618,0.09789999999999999
2013-04-01,118.61094550425078,113.48613780523324,0.0015,1.045158006062492,0.0987
2013-07-01,127.27824233023048,114.92355653644042,0.0009,1.107503510734743,0.0977
2013-10-01,132.88461243107926,116.4325278228601,0.0009,1.1413014465618172,0.0983
2014-01-01,141.5553732051712,116.50841607284184,0.0007000000000000001,1.2149798098419762,0.0922
2014-04-01,144.8220291941015,118.67233550829361,0.0009,1.2203520607714033,0.0981
